"age","date","population_thousand","workingpop_thousand","employed_thousand","unemployed_thousand","nonworkingpop_thousand","involvement_rate","unemployment_rate","employment_rate"
"20-29","2008/07/01","6576.3","4254.2","3955.1","299.1","2322.2","64.7","7","60.1"
"20-29","2008/08/01","6572.7","4152.2","3862","290.2","2420.5","63.2","7","58.8"
"20-29","2008/09/01","6568.6","4118.5","3869.8","248.7","2450","62.7","6","58.9"
"20-29","2008/10/01","6563.7","4128","3853.1","274.9","2435.7","62.9","6.7","58.7"
"20-29","2008/11/01","6563.3","4142.1","3868.3","273.8","2421.2","63.1","6.6","58.9"
"20-29","2008/12/01","6560.7","4079.1","3793.5","285.5","2481.6","62.2","7","57.8"
"20-29","2009/01/01","6568.5","4083.8","3769.3","314.5","2484.6","62.2","7.7","57.4"
"20-29","2009/02/01","6554.3","4078.4","3730.3","348.1","2475.9","62.2","8.5","56.9"
"20-29","2009/03/01","6538.3","4078.5","3723","355.5","2459.8","62.4","8.7","56.9"
"20-29","2009/04/01","6523.6","4151.7","3820.7","331","2371.9","63.6","8","58.6"
"20-29","2009/05/01","6512.3","4191.2","3872.2","319","2321.1","64.4","7.6","59.5"
"20-29","2009/06/01","6500.2","4197.7","3865.3","332.5","2302.5","64.6","7.9","59.5"
"20-29","2009/07/01","6490.1","4196.2","3860.3","335.9","2293.9","64.7","8","59.5"
"20-29","2009/08/01","6480.7","4080.8","3751.5","329.3","2399.9","63","8.1","57.9"
"20-29","2009/09/01","6466.1","4045.1","3733.3","311.8","2421","62.6","7.7","57.7"
"20-29","2009/10/01","6452.2","4009.8","3711.2","298.6","2442.4","62.1","7.4","57.5"
"20-29","2009/11/01","6440.1","4058.7","3758.9","299.8","2381.3","63","7.4","58.4"
"20-29","2009/12/01","6427.1","4044.2","3750.8","293.4","2382.9","62.9","7.3","58.4"
"20-29","2010/01/01","6440.6","4099","3744.2","354.8","2341.6","63.6","8.7","58.1"
"20-29","2010/02/01","6424.2","4090.2","3687.7","402.5","2334","63.7","9.8","57.4"
"20-29","2010/03/01","6409.2","4023.2","3666.7","356.5","2386","62.8","8.9","57.2"
"20-29","2010/04/01","6393.2","4076.5","3734.9","341.6","2316.7","63.8","8.4","58.4"
"20-29","2010/05/01","6384.2","4077.1","3820.6","256.5","2307.1","63.9","6.3","59.8"
"20-29","2010/06/01","6372","4080.3","3771","309.3","2291.6","64","7.6","59.2"
"20-29","2010/07/01","6365.4","4132.8","3793.2","339.5","2232.6","64.9","8.2","59.6"
"20-29","2010/08/01","6353.1","3961","3679.7","281.3","2392.1","62.3","7.1","57.9"
"20-29","2010/09/01","6336.5","3939","3655","284","2397.5","62.2","7.2","57.7"
"20-29","2010/10/01","6322.3","3909.4","3632.5","276.9","2412.9","61.8","7.1","57.5"
"20-29","2010/11/01","6312.6","3927.5","3675.4","252.1","2385","62.2","6.4","58.2"
"20-29","2010/12/01","6308.6","3946.5","3654.6","291.8","2362.1","62.6","7.4","57.9"
"20-29","2011/01/01","6300","3951.1","3636.5","314.7","2348.9","62.7","8","57.7"
"20-29","2011/02/01","6286.8","3941.4","3615.8","325.5","2345.5","62.7","8.3","57.5"
"20-29","2011/03/01","6276.7","3950.3","3581","369.3","2326.4","62.9","9.3","57.1"
"20-29","2011/04/01","6262.8","3981.8","3633.8","348","2281.1","63.6","8.7","58"
"20-29","2011/05/01","6260.8","4020.6","3722.4","298.2","2240.2","64.2","7.4","59.5"
"20-29","2011/06/01","6242.3","3978.2","3688.1","290","2264.1","63.7","7.3","59.1"
"20-29","2011/07/01","6231.5","4019.7","3742.1","277.6","2211.8","64.5","6.9","60.1"
"20-29","2011/08/01","6222.9","3941.6","3698.1","243.5","2281.3","63.3","6.2","59.4"
"20-29","2011/09/01","6206.3","3869.4","3631.5","237.8","2337","62.3","6.1","58.5"
"20-29","2011/10/01","6195.1","3891.4","3632.5","258.9","2303.7","62.8","6.7","58.6"
"20-29","2011/11/01","6191.5","3897.8","3635.8","262","2293.7","63","6.7","58.7"
"20-29","2011/12/01","6209.3","3893","3604.7","288.3","2316.3","62.7","7.4","58.1"
"20-29","2012/01/01","6244.8","3936.3","3635","301.3","2308.6","63","7.7","58.2"
"20-29","2012/02/01","6235.4","3946.7","3620.9","325.9","2288.7","63.3","8.3","58.1"
"20-29","2012/03/01","6224.6","3943.9","3617.2","326.7","2280.6","63.4","8.3","58.1"
"20-29","2012/04/01","6211.1","3975.5","3633.6","341.9","2235.6","64","8.6","58.5"
"20-29","2012/05/01","6208.8","4007.9","3680.6","327.3","2200.9","64.6","8.2","59.3"
"20-29","2012/06/01","6193.3","3954.1","3654","300.1","2239.3","63.8","7.6","59"
"20-29","2012/07/01","6199","3996.3","3717","279.3","2202.8","64.5","7","60"
"20-29","2012/08/01","6205.1","3848.6","3599.9","248.8","2356.4","62","6.5","58"
"20-29","2012/09/01","6208.5","3825.7","3575.3","250.4","2382.7","61.6","6.5","57.6"
"20-29","2012/10/01","6212.6","3800.5","3538.7","261.8","2412.1","61.2","6.9","57"
"20-29","2012/11/01","6225","3811","3556.9","254.1","2414","61.2","6.7","57.1"
"20-29","2012/12/01","6256.8","3793.9","3520.1","273.8","2462.9","60.6","7.2","56.3"
"20-29","2013/01/01","6253.6","3808.1","3529.3","278.8","2445.5","60.9","7.3","56.4"
"20-29","2013/02/01","6264.2","3804.2","3462","342.2","2460","60.7","9","55.3"
"20-29","2013/03/01","6264.5","3820.2","3493.1","327.1","2444.2","61","8.6","55.8"
"20-29","2013/04/01","6269.1","3856.2","3543.8","312.4","2412.9","61.5","8.1","56.5"
"20-29","2013/05/01","6276.3","3911.2","3627.2","284","2365.2","62.3","7.3","57.8"
"20-29","2013/06/01","6286.8","3922.4","3618.8","303.6","2364.4","62.4","7.7","57.6"
"20-29","2013/07/01","6293.4","3942.7","3636.7","306","2350.7","62.6","7.8","57.8"
"20-29","2013/08/01","6295.9","3855.6","3564.1","291.5","2440.4","61.2","7.6","56.6"
"20-29","2013/09/01","6298.9","3912.2","3606.9","305.4","2386.6","62.1","7.8","57.3"
"20-29","2013/10/01","6301.6","3869.2","3565.3","303.9","2432.4","61.4","7.9","56.6"
"20-29","2013/11/01","6306.3","3907.3","3614.1","293.2","2399","62","7.5","57.3"
"20-29","2013/12/01","6310.5","3877.8","3566.3","311.5","2432.7","61.4","8","56.5"
"20-29","2014/01/01","6307.1","3925.2","3609.1","316.1","2381.9","62.2","8.1","57.2"
"20-29","2014/02/01","6309","4027.8","3587.5","440.2","2281.3","63.8","10.9","56.9"
"20-29","2014/03/01","6307.3","3928","3533.8","394.2","2379.4","62.3","10","56"
"20-29","2014/04/01","6306.3","4001.4","3595.3","406.2","2304.9","63.5","10.2","57"
"20-29","2014/05/01","6307.1","3969.9","3616.7","353.3","2337.2","62.9","8.9","57.3"
"20-29","2014/06/01","6307","4013.9","3629.2","384.7","2293.2","63.6","9.6","57.5"
"20-29","2014/07/01","6310.4","4079","3721","358.1","2231.4","64.6","8.8","59"
"20-29","2014/08/01","6318.2","4022.3","3679.9","342.4","2295.8","63.7","8.5","58.2"
"20-29","2014/09/01","6322.4","3977.3","3633.7","343.6","2345.1","62.9","8.6","57.5"
"20-29","2014/10/01","6323.4","3957.5","3635.6","321.9","2365.9","62.6","8.1","57.5"
"20-29","2014/11/01","6329.3","3975.4","3658","317.5","2353.9","62.8","8","57.8"
"20-29","2014/12/01","6333.6","3947.4","3604.7","342.7","2386.2","62.3","8.7","56.9"
"20-29","2015/01/01","6339.6","3996.8","3635.3","361.5","2342.8","63","9","57.3"
"20-29","2015/02/01","6348.4","4080.8","3631.2","449.6","2267.6","64.3","11","57.2"
"20-29","2015/03/01","6354","4006.4","3578.5","427.9","2347.6","63.1","10.7","56.3"
"20-29","2015/04/01","6361.9","4095.3","3673.3","422","2266.6","64.4","10.3","57.7"
"20-29","2015/05/01","6368.5","4103.4","3715.7","387.7","2265.1","64.4","9.4","58.3"
"20-29","2015/06/01","6375.2","4108.7","3701.7","406.9","2266.6","64.4","9.9","58.1"
"20-29","2015/07/01","6379.2","4112.8","3746","366.9","2266.4","64.5","8.9","58.7"
"20-29","2015/08/01","6383.8","4034.1","3719.3","314.8","2349.7","63.2","7.8","58.3"
"20-29","2015/09/01","6389.4","4049.8","3731.6","318.2","2339.6","63.4","7.9","58.4"
"20-29","2015/10/01","6392.6","4028.3","3730.5","297.8","2364.3","63","7.4","58.4"
"20-29","2015/11/01","6396.3","4069.2","3737.1","332.2","2327.1","63.6","8.2","58.4"
"20-29","2015/12/01","6402","4050.9","3715.9","335","2351.1","63.3","8.3","58"
"20-29","2016/01/01","6399.1","4066.3","3682.3","383.9","2332.9","63.5","9.4","57.5"
"20-29","2016/02/01","6404","4170","3649.2","520.8","2234","65.1","12.5","57"
"20-29","2016/03/01","6411.8","4134.1","3652.7","481.4","2277.7","64.5","11.6","57"
"20-29","2016/04/01","6415.7","4174.1","3720.1","454","2241.6","65.1","10.9","58"
"20-29","2016/05/01","6422.8","4211.6","3805.8","405.8","2211.2","65.6","9.6","59.3"
"20-29","2016/06/01","6425.8","4275","3832.9","442.2","2150.8","66.5","10.3","59.6"
"20-29","2016/07/01","6426.1","4230.5","3836.4","394.1","2195.7","65.8","9.3","59.7"
"20-29","2016/08/01","6427.7","4164.4","3772.9","391.6","2263.3","64.8","9.4","58.7"
"20-29","2016/09/01","6429.7","4175.6","3777.3","398.3","2254","64.9","9.5","58.7"
"20-29","2016/10/01","6431.7","4120.4","3771","349.4","2311.2","64.1","8.5","58.6"
"20-24","1999/06/01","3172","1879","1643","237","1293","59.2","12.6","51.8"
"20-24","1999/07/01","3173","1912","1660","251","1261","60.3","13.1","52.3"
"20-24","1999/08/01","3172","1858","1636","221","1315","58.6","11.9","51.6"
"20-24","1999/09/01","3171","1818","1627","192","1353","57.3","10.6","51.3"
"20-24","1999/10/01","3171","1801","1613","188","1370","56.8","10.4","50.9"
"20-24","1999/11/01","3166","1811","1618","193","1356","57.2","10.7","51.1"
"20-24","1999/12/01","3166","1857","1622","235","1309","58.7","12.7","51.2"
"20-24","2000/01/01","3177","1894","1643","251","1283","59.6","13.3","51.7"
"20-24","2000/02/01","3174","1911","1679","232","1263","60.2","12.1","52.9"
"20-24","2000/03/01","3170","1847","1633","213","1323","58.3","11.5","51.5"
"20-24","2000/04/01","3168","1831","1646","185","1337","57.8","10.1","52"
"20-24","2000/05/01","3173","1844","1673","171","1329","58.1","9.3","52.7"
"20-24","2000/06/01","3174","1806","1642","164","1368","56.9","9.1","51.7"
"20-24","2000/07/01","3185","1876","1709","167","1309","58.9","8.9","53.7"
"20-24","2000/08/01","3198","1831","1668","163","1367","57.3","8.9","52.2"
"20-24","2000/09/01","3209","1799","1643","156","1410","56.1","8.7","51.2"
"20-24","2000/10/01","3217","1815","1659","155","1402","56.4","8.5","51.6"
"20-24","2000/11/01","3222","1819","1666","153","1404","56.5","8.4","51.7"
"20-24","2000/12/01","3233","1848","1661","187","1385","57.2","10.1","51.4"
"20-24","2001/01/01","3222","1882","1677","205","1340","58.4","10.9","52"
"20-24","2001/02/01","3225","1881","1657","224","1344","58.3","11.9","51.4"
"20-24","2001/03/01","3228","1836","1629","207","1391","56.9","11.3","50.5"
"20-24","2001/04/01","3229","1848","1682","167","1380","57.2","9","52.1"
"20-24","2001/05/01","3234","1857","1697","160","1377","57.4","8.6","52.5"
"20-24","2001/06/01","3243","1867","1713","154","1376","57.6","8.2","52.8"
"20-24","2001/07/01","3254","1918","1757","161","1336","58.9","8.4","54"
"20-24","2001/08/01","3263","1853","1711","142","1410","56.8","7.7","52.4"
"20-24","2001/09/01","3267","1830","1681","149","1438","56","8.1","51.5"
"20-24","2001/10/01","3274","1825","1675","150","1449","55.7","8.2","51.2"
"20-24","2001/11/01","3283","1867","1695","172","1416","56.9","9.2","51.6"
"20-24","2001/12/01","3287","1891","1699","192","1396","57.5","10.2","51.7"
"20-24","2002/01/01","3299","1967","1756","211","1332","59.6","10.7","53.2"
"20-24","2002/02/01","3308","1995","1795","200","1312","60.3","10","54.3"
"20-24","2002/03/01","3313","1937","1751","185","1377","58.5","9.6","52.9"
"20-24","2002/04/01","3319","1965","1813","152","1354","59.2","7.7","54.6"
"20-24","2002/05/01","3322","1960","1818","142","1363","59","7.2","54.7"
"20-24","2002/06/01","3330","1931","1794","137","1399","58","7.1","53.9"
"20-24","2002/07/01","3336","1992","1834","158","1343","59.7","7.9","55"
"20-24","2002/08/01","3337","1898","1753","145","1438","56.9","7.6","52.5"
"20-24","2002/09/01","3336","1879","1759","120","1457","56.3","6.4","52.7"
"20-24","2002/10/01","3341","1865","1738","128","1476","55.8","6.9","52"
"20-24","2002/11/01","3338","1910","1796","115","1427","57.2","6","53.8"
"20-24","2002/12/01","3339","1943","1798","145","1396","58.2","7.5","53.8"
"20-24","2003/01/01","3345.1","1961.5","1754.6","206.9","1383.5","58.6","10.5","52.5"
"20-24","2003/02/01","3348.1","1964.4","1750.5","213.9","1383.7","58.7","10.9","52.3"
"20-24","2003/03/01","3350.6","1927","1730.8","196.2","1423.6","57.5","10.2","51.7"
"20-24","2003/04/01","3355.6","1914.9","1746.8","168","1440.8","57.1","8.8","52.1"
"20-24","2003/05/01","3361.8","1891.5","1722.2","169.2","1470.4","56.3","8.9","51.2"
"20-24","2003/06/01","3361.4","1905.7","1730.2","175.5","1455.7","56.7","9.2","51.5"
"20-24","2003/07/01","3363","1992.7","1809.9","182.9","1370.3","59.3","9.2","53.8"
"20-24","2003/08/01","3354.1","1918","1743.2","174.8","1436.2","57.2","9.1","52"
"20-24","2003/09/01","3347.3","1851.2","1703.1","148.1","1496.1","55.3","8","50.9"
"20-24","2003/10/01","3341.8","1875.1","1705.4","169.7","1466.7","56.1","9.1","51"
"20-24","2003/11/01","3333.8","1891.6","1699.7","191.9","1442.2","56.7","10.1","51"
"20-24","2003/12/01","3328.6","1933.8","1719.2","214.6","1394.8","58.1","11.1","51.6"
"20-24","2004/01/01","3328.2","1959.9","1739.1","220.8","1368.3","58.9","11.3","52.3"
"20-24","2004/02/01","3319.6","1957.2","1731.5","225.6","1362.4","59","11.5","52.2"
"20-24","2004/03/01","3310.8","1922.4","1698","224.4","1388.4","58.1","11.7","51.3"
"20-24","2004/04/01","3301.4","1915.7","1718.7","197","1385.7","58","10.3","52.1"
"20-24","2004/05/01","3292.3","1938.5","1739.1","199.4","1353.8","58.9","10.3","52.8"
"20-24","2004/06/01","3287","1918.1","1735.3","182.9","1368.8","58.4","9.5","52.8"
"20-24","2004/07/01","3281.5","1969.5","1790.7","178.8","1311.9","60","9.1","54.6"
"20-24","2004/08/01","3269.5","1838.3","1673.9","164.4","1431.2","56.2","8.9","51.2"
"20-24","2004/09/01","3256.8","1859.2","1704.1","155.1","1397.7","57.1","8.3","52.3"
"20-24","2004/10/01","3244.3","1881.7","1717.2","164.5","1362.7","58","8.7","52.9"
"20-24","2004/11/01","3228.6","1891.3","1733","158.3","1337.3","58.6","8.4","53.7"
"20-24","2004/12/01","3212","1883.3","1687.8","195.5","1328.7","58.6","10.4","52.5"
"20-24","2005/01/01","3188.7","1858.6","1652.8","205.8","1330.1","58.3","11.1","51.8"
"20-24","2005/02/01","3162.7","1867","1651.4","215.6","1295.7","59","11.5","52.2"
"20-24","2005/03/01","3133.7","1813.5","1619.5","194","1320.2","57.9","10.7","51.7"
"20-24","2005/04/01","3104.6","1761.6","1577.9","183.7","1343","56.7","10.4","50.8"
"20-24","2005/05/01","3076.5","1767.6","1615.8","151.8","1308.9","57.5","8.6","52.5"
"20-24","2005/06/01","3050","1771.9","1603.1","168.8","1278","58.1","9.5","52.6"
"20-24","2005/07/01","3040.6","1835.2","1645.2","190","1205.4","60.4","10.4","54.1"
"20-24","2005/08/01","3032.5","1713.6","1567.8","145.8","1318.9","56.5","8.5","51.7"
"20-24","2005/09/01","3022.7","1660.2","1517.3","142.9","1362.5","54.9","8.6","50.2"
"20-24","2005/10/01","3010.8","1685","1537.8","147.2","1325.8","56","8.7","51.1"
"20-24","2005/11/01","3000.6","1681.7","1527.9","153.8","1318.9","56","9.1","50.9"
"20-24","2005/12/01","2986.3","1656.5","1479.7","176.7","1329.9","55.5","10.7","49.5"
"20-24","2006/01/01","2966.6","1674","1496","177.9","1292.6","56.4","10.6","50.4"
"20-24","2006/02/01","2943.7","1636","1442.3","193.7","1307.7","55.6","11.8","49"
"20-24","2006/03/01","2919.1","1618.3","1431.5","186.8","1300.8","55.4","11.5","49"
"20-24","2006/04/01","2899.2","1604.6","1444.6","160","1294.6","55.3","10","49.8"
"20-24","2006/05/01","2881","1571.9","1435.1","136.8","1309.1","54.6","8.7","49.8"
"20-24","2006/06/01","2863.3","1568","1423.3","144.6","1295.3","54.8","9.2","49.7"
"20-24","2006/07/01","2863.5","1633.1","1469.5","163.6","1230.4","57","10","51.3"
"20-24","2006/08/01","2860.7","1549.4","1401.3","148.2","1311.3","54.2","9.6","49"
"20-24","2006/09/01","2853.9","1504.1","1361.1","143","1349.7","52.7","9.5","47.7"
"20-24","2006/10/01","2849.8","1505.7","1363.9","141.8","1344.1","52.8","9.4","47.9"
"20-24","2006/11/01","2839.9","1504.7","1373.7","131","1335.2","53","8.7","48.4"
"20-24","2006/12/01","2831.8","1514.6","1369.1","145.4","1317.2","53.5","9.6","48.3"
"20-24","2007/01/01","2814.9","1554.7","1406.9","147.8","1260.1","55.2","9.5","50"
"20-24","2007/02/01","2791.7","1499.3","1359","140.3","1292.4","53.7","9.4","48.7"
"20-24","2007/03/01","2772.3","1433.2","1291.5","141.7","1339.1","51.7","9.9","46.6"
"20-24","2007/04/01","2748.3","1444","1298.3","145.7","1304.2","52.5","10.1","47.2"
"20-24","2007/05/01","2733.8","1458.1","1331.7","126.4","1275.6","53.3","8.7","48.7"
"20-24","2007/06/01","2722","1427.8","1306.3","121.5","1294.2","52.5","8.5","48"
"20-24","2007/07/01","2717.3","1504.3","1369.6","134.7","1213","55.4","9","50.4"
"20-24","2007/08/01","2712.4","1407.1","1300.4","106.7","1305.3","51.9","7.6","47.9"
"20-24","2007/09/01","2707.5","1347.6","1235","112.6","1360","49.8","8.4","45.6"
"20-24","2007/10/01","2706.1","1398.1","1296.3","101.8","1308","51.7","7.3","47.9"
"20-24","2007/11/01","2700.1","1414.5","1300","114.6","1285.6","52.4","8.1","48.1"
"20-24","2007/12/01","2694.1","1378.4","1264.5","113.9","1315.8","51.2","8.3","46.9"
"20-24","2008/01/01","2708.7","1419.6","1292","127.7","1289.1","52.4","9","47.7"
"20-24","2008/02/01","2702.5","1373","1241.8","131.2","1329.5","50.8","9.6","46"
"20-24","2008/03/01","2694.6","1354.7","1214.2","140.5","1339.9","50.3","10.4","45.1"
"20-24","2008/04/01","2687.1","1370.7","1247.7","122.9","1316.4","51","9","46.4"
"20-24","2008/05/01","2680.4","1390.5","1271.8","118.8","1289.8","51.9","8.5","47.4"
"20-24","2008/06/01","2674.8","1370.8","1227.8","143","1304","51.2","10.4","45.9"
"20-24","2008/07/01","2676.6","1414.2","1272.6","141.6","1262.3","52.8","10","47.5"
"20-24","2008/08/01","2674.3","1343.4","1215.7","127.8","1330.9","50.2","9.5","45.5"
"20-24","2008/09/01","2671.5","1269","1176.6","92.5","1402.5","47.5","7.3","44"
"20-24","2008/10/01","2668.1","1264.4","1164.1","100.3","1403.7","47.4","7.9","43.6"
"20-24","2008/11/01","2668.8","1277.9","1173.4","104.5","1390.9","47.9","8.2","44"
"20-24","2008/12/01","2667.5","1261.3","1136.8","124.5","1406.2","47.3","9.9","42.6"
"20-24","2009/01/01","2680.2","1279.1","1151.4","127.7","1401.2","47.7","10","43"
"20-24","2009/02/01","2672.9","1277.9","1142.3","135.7","1395","47.8","10.6","42.7"
"20-24","2009/03/01","2664.4","1243","1114.7","128.3","1421.4","46.7","10.3","41.8"
"20-24","2009/04/01","2657.2","1304.3","1183.8","120.5","1352.9","49.1","9.2","44.6"
"20-24","2009/05/01","2653.5","1333.7","1210.7","123","1319.9","50.3","9.2","45.6"
"20-24","2009/06/01","2649.3","1352.9","1224.8","128","1296.4","51.1","9.5","46.2"
"20-24","2009/07/01","2647.9","1407.2","1273.4","133.8","1240.7","53.1","9.5","48.1"
"20-24","2009/08/01","2646.5","1346.8","1223","123.8","1299.7","50.9","9.2","46.2"
"20-24","2009/09/01","2639.9","1299.3","1180.6","118.6","1340.6","49.2","9.1","44.7"
"20-24","2009/10/01","2633.9","1253.4","1147.3","106","1380.6","47.6","8.5","43.6"
"20-24","2009/11/01","2630","1283.8","1167","116.8","1346.2","48.8","9.1","44.4"
"20-24","2009/12/01","2625.2","1273.7","1152.5","121.2","1351.5","48.5","9.5","43.9"
"20-24","2010/01/01","2648.4","1322.8","1167.8","155","1325.5","49.9","11.7","44.1"
"20-24","2010/02/01","2644.3","1309.4","1144.9","164.5","1334.9","49.5","12.6","43.3"
"20-24","2010/03/01","2641.4","1266.7","1125.8","141","1374.7","48","11.1","42.6"
"20-24","2010/04/01","2637.6","1289.2","1155.4","133.8","1348.5","48.9","10.4","43.8"
"20-24","2010/05/01","2640.1","1315.5","1219.1","96.4","1324.6","49.8","7.3","46.2"
"20-24","2010/06/01","2639.7","1329.5","1197.3","132.2","1310.2","50.4","9.9","45.4"
"20-24","2010/07/01","2645.6","1384","1248.1","135.9","1261.6","52.3","9.8","47.2"
"20-24","2010/08/01","2646.2","1270.3","1162.1","108.1","1375.9","48","8.5","43.9"
"20-24","2010/09/01","2642.9","1247.5","1147.1","100.5","1395.3","47.2","8.1","43.4"
"20-24","2010/10/01","2641.7","1237.7","1139","98.7","1404","46.9","8","43.1"
"20-24","2010/11/01","2644.5","1264.4","1180.1","84.3","1380.1","47.8","6.7","44.6"
"20-24","2010/12/01","2652.6","1276.3","1159.5","116.8","1376.3","48.1","9.2","43.7"
"20-24","2011/01/01","2656.5","1285.2","1150.1","135.1","1371.3","48.4","10.5","43.3"
"20-24","2011/02/01","2656.1","1267.8","1130.5","137.3","1388.4","47.7","10.8","42.6"
"20-24","2011/03/01","2658.6","1268","1121.9","146.1","1390.6","47.7","11.5","42.2"
"20-24","2011/04/01","2657.5","1278.2","1148.9","129.4","1379.3","48.1","10.1","43.2"
